,unique_id,cuisine,district
169,node/6436456440,,"6th District, Budapest, Hungary"
170,node/6436653550,,"6th District, Budapest, Hungary"
171,node/6437542374,,"6th District, Budapest, Hungary"
172,node/6437542376,,"6th District, Budapest, Hungary"
173,node/6437543527,,"6th District, Budapest, Hungary"
174,node/6437543560,greek,"6th District, Budapest, Hungary"
175,node/6437548796,,"6th District, Budapest, Hungary"
176,node/6444796758,regional,"6th District, Budapest, Hungary"
177,node/6445088763,,"6th District, Budapest, Hungary"
178,node/6462422086,burger;sandwich,"6th District, Budapest, Hungary"
179,node/6511783889,,"6th District, Budapest, Hungary"
180,node/6573572531,,"6th District, Budapest, Hungary"
181,node/6583288059,,"6th District, Budapest, Hungary"
182,node/6637222186,japanese;ramen,"6th District, Budapest, Hungary"
183,node/6637248385,hungarian,"6th District, Budapest, Hungary"
184,node/6771697846,pizza,"6th District, Budapest, Hungary"
185,node/6778238560,,"6th District, Budapest, Hungary"
186,node/6903280885,argentinian,"6th District, Budapest, Hungary"
187,node/7078178385,chinese,"6th District, Budapest, Hungary"
188,node/7089640785,,"6th District, Budapest, Hungary"
189,node/7133123723,indian,"6th District, Budapest, Hungary"
190,node/7171482896,,"6th District, Budapest, Hungary"
191,node/7181912882,kebab,"6th District, Budapest, Hungary"
192,node/7181912883,sandwich,"6th District, Budapest, Hungary"
193,node/7204308919,,"6th District, Budapest, Hungary"
194,node/7215235585,,"6th District, Budapest, Hungary"
195,node/7215286985,,"6th District, Budapest, Hungary"
196,node/7312601485,,"6th District, Budapest, Hungary"
197,node/7457503327,regional,"6th District, Budapest, Hungary"
198,node/7734618513,,"6th District, Budapest, Hungary"
199,node/7900531491,,"6th District, Budapest, Hungary"
200,node/7992535485,,"6th District, Budapest, Hungary"
201,node/7992535486,,"6th District, Budapest, Hungary"
202,way/261301402,,"6th District, Budapest, Hungary"
203,way/797367138,regional,"6th District, Budapest, Hungary"
0,node/275465161,burger,"7th District, Budapest, Hungary"
1,node/275465165,burger,"7th District, Budapest, Hungary"
2,node/275465169,burger,"7th District, Budapest, Hungary"
3,node/416823006,,"7th District, Budapest, Hungary"
4,node/416823021,,"7th District, Budapest, Hungary"
5,node/416823025,,"7th District, Budapest, Hungary"
6,node/416891451,,"7th District, Budapest, Hungary"
7,node/416891505,chicken,"7th District, Budapest, Hungary"
8,node/416891530,,"7th District, Budapest, Hungary"
9,node/416891534,pizza,"7th District, Budapest, Hungary"
10,node/416891544,,"7th District, Budapest, Hungary"
11,node/417031639,pizza,"7th District, Budapest, Hungary"
12,node/417031641,,"7th District, Budapest, Hungary"
13,node/417031646,indian,"7th District, Budapest, Hungary"
14,node/417031653,indian,"7th District, Budapest, Hungary"
15,node/417031655,,"7th District, Budapest, Hungary"
16,node/417031669,kebab,"7th District, Budapest, Hungary"
17,node/417031687,regional,"7th District, Budapest, Hungary"
18,node/417031695,hungarian,"7th District, Budapest, Hungary"
19,node/417031704,regional;hungarian;french;international,"7th District, Budapest, Hungary"
20,node/417031706,,"7th District, Budapest, Hungary"
21,node/417031850,,"7th District, Budapest, Hungary"
22,node/419199013,international,"7th District, Budapest, Hungary"
23,node/419952787,hungarian,"7th District, Budapest, Hungary"
24,node/775768310,,"7th District, Budapest, Hungary"
25,node/911817247,chinese,"7th District, Budapest, Hungary"
26,node/957090558,chicken,"7th District, Budapest, Hungary"
27,node/967822688,regional,"7th District, Budapest, Hungary"
28,node/1160266661,hungarian,"7th District, Budapest, Hungary"
29,node/1244340617,,"7th District, Budapest, Hungary"
30,node/1369677071,,"7th District, Budapest, Hungary"
31,node/1583662369,,"7th District, Budapest, Hungary"
32,node/1776791430,,"7th District, Budapest, Hungary"
33,node/1776791531,,"7th District, Budapest, Hungary"
34,node/1776793644,,"7th District, Budapest, Hungary"
35,node/1919595433,japanese,"7th District, Budapest, Hungary"
36,node/1956877423,,"7th District, Budapest, Hungary"
37,node/1986477006,coffee_shop;burger;breakfast;sandwich,"7th District, Budapest, Hungary"
38,node/2123413346,kebab,"7th District, Budapest, Hungary"
39,node/2130974976,,"7th District, Budapest, Hungary"
40,node/2289795584,,"7th District, Budapest, Hungary"
41,node/2315632588,,"7th District, Budapest, Hungary"
42,node/2315633045,burger,"7th District, Budapest, Hungary"
43,node/2315637309,,"7th District, Budapest, Hungary"
44,node/2317008007,indian,"7th District, Budapest, Hungary"
45,node/2317013016,,"7th District, Budapest, Hungary"
46,node/2317014709,,"7th District, Budapest, Hungary"
47,node/2317014804,,"7th District, Budapest, Hungary"
48,node/2317019602,,"7th District, Budapest, Hungary"
49,node/2317028456,,"7th District, Budapest, Hungary"
50,node/2317032461,mexican,"7th District, Budapest, Hungary"
51,node/2317043992,,"7th District, Budapest, Hungary"
52,node/2317045407,,"7th District, Budapest, Hungary"
53,node/2317052576,,"7th District, Budapest, Hungary"
54,node/2321789051,regional,"7th District, Budapest, Hungary"
55,node/2322407857,,"7th District, Budapest, Hungary"
56,node/2348129025,,"7th District, Budapest, Hungary"
57,node/2385679964,,"7th District, Budapest, Hungary"
58,node/2385679966,indian,"7th District, Budapest, Hungary"
59,node/2385679995,,"7th District, Budapest, Hungary"
60,node/2385680015,sushi,"7th District, Budapest, Hungary"
61,node/2419768938,vietnamese,"7th District, Budapest, Hungary"
62,node/2419773726,,"7th District, Budapest, Hungary"
63,node/2419776672,,"7th District, Budapest, Hungary"
64,node/2435307137,mexican,"7th District, Budapest, Hungary"
65,node/2471010321,chinese,"7th District, Budapest, Hungary"
66,node/2471015793,chinese,"7th District, Budapest, Hungary"
67,node/2497277922,sushi,"7th District, Budapest, Hungary"
68,node/2497279753,,"7th District, Budapest, Hungary"
69,node/2497286768,italian,"7th District, Budapest, Hungary"
70,node/2497298614,tapas,"7th District, Budapest, Hungary"
71,node/2497305317,vietnamese,"7th District, Budapest, Hungary"
72,node/2501440033,italian,"7th District, Budapest, Hungary"
73,node/2645567753,pizza,"7th District, Budapest, Hungary"
74,node/2671786223,,"7th District, Budapest, Hungary"
75,node/2671786226,kebab,"7th District, Budapest, Hungary"
76,node/2671786230,,"7th District, Budapest, Hungary"
77,node/2679085076,hungarian,"7th District, Budapest, Hungary"
78,node/2679085081,,"7th District, Budapest, Hungary"
79,node/2689492961,,"7th District, Budapest, Hungary"
80,node/2782836125,regional,"7th District, Budapest, Hungary"
81,node/2860662402,international,"7th District, Budapest, Hungary"
82,node/2893487403,Hungarian,"7th District, Budapest, Hungary"
83,node/2955078771,hungarian,"7th District, Budapest, Hungary"
84,node/2997508879,,"7th District, Budapest, Hungary"
85,node/2997508894,asian,"7th District, Budapest, Hungary"
86,node/3103653629,pizza,"7th District, Budapest, Hungary"
87,node/3105491887,,"7th District, Budapest, Hungary"
88,node/3166228661,,"7th District, Budapest, Hungary"
89,node/3182486875,sandwich,"7th District, Budapest, Hungary"
90,node/3207700492,pizza,"7th District, Budapest, Hungary"
91,node/3241114387,italian,"7th District, Budapest, Hungary"
92,node/3247597168,regional,"7th District, Budapest, Hungary"
93,node/3626899620,burger,"7th District, Budapest, Hungary"
94,node/3713471624,Hungarian_food,"7th District, Budapest, Hungary"
95,node/3713474362,turkish,"7th District, Budapest, Hungary"
96,node/3736988930,,"7th District, Budapest, Hungary"
97,node/3780543475,turkish,"7th District, Budapest, Hungary"
98,node/3781913037,,"7th District, Budapest, Hungary"
99,node/3781951160,regional,"7th District, Budapest, Hungary"
100,node/3789345542,greek,"7th District, Budapest, Hungary"
101,node/3876416572,pizza,"7th District, Budapest, Hungary"
102,node/3911337234,,"7th District, Budapest, Hungary"
103,node/3956790365,mexican,"7th District, Budapest, Hungary"
104,node/3968291518,burger,"7th District, Budapest, Hungary"
105,node/4004583575,italian,"7th District, Budapest, Hungary"
106,node/4004583577,african,"7th District, Budapest, Hungary"
107,node/4036278137,regional,"7th District, Budapest, Hungary"
108,node/4036883417,,"7th District, Budapest, Hungary"
109,node/4038071373,barbecue;steak_house;grill;burger;breakfast;hungarian,"7th District, Budapest, Hungary"
110,node/4040565094,,"7th District, Budapest, Hungary"
111,node/4122126585,japanese,"7th District, Budapest, Hungary"
112,node/4126941690,burger,"7th District, Budapest, Hungary"
113,node/4156913490,asian,"7th District, Budapest, Hungary"
114,node/4174558956,italian,"7th District, Budapest, Hungary"
115,node/4191191496,turkish,"7th District, Budapest, Hungary"
116,node/4192924191,,"7th District, Budapest, Hungary"
117,node/4200464389,burger,"7th District, Budapest, Hungary"
118,node/4247072091,chinese,"7th District, Budapest, Hungary"
119,node/4262368289,,"7th District, Budapest, Hungary"
120,node/4277807398,italian,"7th District, Budapest, Hungary"
121,node/4339052102,,"7th District, Budapest, Hungary"
122,node/4339052104,vietnamese,"7th District, Budapest, Hungary"
123,node/4339052105,italian,"7th District, Budapest, Hungary"
124,node/4398825592,arab;hungarian,"7th District, Budapest, Hungary"
125,node/4398904289,hungarian,"7th District, Budapest, Hungary"
126,node/4404258793,american;grill;caribbean,"7th District, Budapest, Hungary"
127,node/4437033189,burger;hot_dog,"7th District, Budapest, Hungary"
128,node/4455506592,asian;hungarian;coffee_shop;burger,"7th District, Budapest, Hungary"
129,node/4481785770,,"7th District, Budapest, Hungary"
130,node/4483087692,,"7th District, Budapest, Hungary"
131,node/4491520798,,"7th District, Budapest, Hungary"
132,node/4505298336,,"7th District, Budapest, Hungary"
133,node/4513702338,burger,"7th District, Budapest, Hungary"
134,node/4521601480,burger,"7th District, Budapest, Hungary"
135,node/4532665690,pizza,"7th District, Budapest, Hungary"
136,node/4558942582,mexican,"7th District, Budapest, Hungary"
137,node/4558944985,pizza,"7th District, Budapest, Hungary"
138,node/4576671294,,"7th District, Budapest, Hungary"
139,node/4577966825,sausage;sandwich,"7th District, Budapest, Hungary"
140,node/4588950590,balkan,"7th District, Budapest, Hungary"
141,node/4666197776,,"7th District, Budapest, Hungary"
142,node/4666197779,Turkish;Regional,"7th District, Budapest, Hungary"
143,node/4705230436,jewish,"7th District, Budapest, Hungary"
144,node/4705230441,thai,"7th District, Budapest, Hungary"
145,node/4749693621,hungarian,"7th District, Budapest, Hungary"
146,node/4829452922,,"7th District, Budapest, Hungary"
147,node/4847952623,hungarian,"7th District, Budapest, Hungary"
148,node/4847952626,kebab,"7th District, Budapest, Hungary"
149,node/4903566123,burger,"7th District, Budapest, Hungary"
150,node/4903566124,mexican,"7th District, Budapest, Hungary"
151,node/4904523121,pizza,"7th District, Budapest, Hungary"
152,node/4914773221,bangladeshi;indian;asian,"7th District, Budapest, Hungary"
153,node/4924800955,thai,"7th District, Budapest, Hungary"
154,node/4931312422,,"7th District, Budapest, Hungary"
155,node/4943886221,vietnamese,"7th District, Budapest, Hungary"
156,node/4970609122,kebab;pizza,"7th District, Budapest, Hungary"
157,node/5000307489,,"7th District, Budapest, Hungary"
158,node/5002716622,,"7th District, Budapest, Hungary"
159,node/5077384921,,"7th District, Budapest, Hungary"
160,node/5106588437,,"7th District, Budapest, Hungary"
161,node/5123359223,american;barbecue,"7th District, Budapest, Hungary"
162,node/5123359224,,"7th District, Budapest, Hungary"
163,node/5213520121,mediterranean;fine_dining,"7th District, Budapest, Hungary"
164,node/5224452424,regional,"7th District, Budapest, Hungary"
165,node/5224614943,pizza,"7th District, Budapest, Hungary"
166,node/5250756813,,"7th District, Budapest, Hungary"
167,node/5287432575,,"7th District, Budapest, Hungary"
168,node/5299424421,arab;turkish,"7th District, Budapest, Hungary"
169,node/5314794715,,"7th District, Budapest, Hungary"
170,node/5324037826,,"7th District, Budapest, Hungary"
171,node/5351760340,,"7th District, Budapest, Hungary"
172,node/5418213022,regional;hungarian;local,"7th District, Budapest, Hungary"
173,node/5455105322,,"7th District, Budapest, Hungary"
174,node/5565119159,kebab,"7th District, Budapest, Hungary"
175,node/5565119160,vietnamese,"7th District, Budapest, Hungary"
176,node/5615353421,,"7th District, Budapest, Hungary"
177,node/5624956621,burger,"7th District, Budapest, Hungary"
178,node/5770690058,,"7th District, Budapest, Hungary"
179,node/5828582813,,"7th District, Budapest, Hungary"
180,node/5926923487,coffee_shop;fine_dining;hungarian,"7th District, Budapest, Hungary"
181,node/5952532743,korean,"7th District, Budapest, Hungary"
182,node/5954548894,kebab,"7th District, Budapest, Hungary"
183,node/5964808084,,"7th District, Budapest, Hungary"
184,node/5964932989,,"7th District, Budapest, Hungary"
185,node/5967185501,,"7th District, Budapest, Hungary"
186,node/5967185506,,"7th District, Budapest, Hungary"
187,node/6055771895,pizza,"7th District, Budapest, Hungary"
188,node/6122614485,,"7th District, Budapest, Hungary"
189,node/6160706723,hamburger,"7th District, Budapest, Hungary"
190,node/6285783431,burger,"7th District, Budapest, Hungary"
191,node/6395668988,,"7th District, Budapest, Hungary"
192,node/6528042885,,"7th District, Budapest, Hungary"
193,node/6563151519,,"7th District, Budapest, Hungary"
194,node/6576759788,breakfast;coffee_shop;snackbar,"7th District, Budapest, Hungary"
195,node/6596113700,curry;indian,"7th District, Budapest, Hungary"
196,node/6623331988,pizza,"7th District, Budapest, Hungary"
197,node/6786135886,,"7th District, Budapest, Hungary"
198,node/6860953880,,"7th District, Budapest, Hungary"
199,node/6879306373,turkish,"7th District, Budapest, Hungary"
200,node/6911381188,,"7th District, Budapest, Hungary"
201,node/6939514908,israeli,"7th District, Budapest, Hungary"
202,node/6970130085,american,"7th District, Budapest, Hungary"
203,node/7069418486,hungarian,"7th District, Budapest, Hungary"
204,node/7120085822,pizza,"7th District, Budapest, Hungary"
205,node/7204391024,asian,"7th District, Budapest, Hungary"
206,node/7215181786,,"7th District, Budapest, Hungary"
207,node/7215215487,italian;pizza,"7th District, Budapest, Hungary"
208,node/7215215786,,"7th District, Budapest, Hungary"
209,node/7243530744,vietnamese,"7th District, Budapest, Hungary"
210,node/7257954985,,"7th District, Budapest, Hungary"
211,node/7728654585,japanese;soba,"7th District, Budapest, Hungary"
212,node/7770661585,japanese;sushi,"7th District, Budapest, Hungary"
213,node/7865134595,american;barbecue,"7th District, Budapest, Hungary"
214,node/7921049520,chinese,"7th District, Budapest, Hungary"
215,node/7955922601,indian,"7th District, Budapest, Hungary"
216,node/7992535185,,"7th District, Budapest, Hungary"
217,node/8223958065,kebab,"7th District, Budapest, Hungary"
218,way/618495862,fast_food;american;gastropub;waffle,"7th District, Budapest, Hungary"
219,relation/3480472,regional,"7th District, Budapest, Hungary"
0,node/272137394,burger,"8th District, Budapest, Hungary"
1,node/275465167,burger,"8th District, Budapest, Hungary"
2,node/275465171,burger,"8th District, Budapest, Hungary"
3,node/293229874,burger,"8th District, Budapest, Hungary"
4,node/416571249,regional;jewish,"8th District, Budapest, Hungary"
5,node/417811863,burger,"8th District, Budapest, Hungary"
6,node/1563424533,hungarian,"8th District, Budapest, Hungary"
7,node/1565077497,,"8th District, Budapest, Hungary"
8,node/1758527300,turkish,"8th District, Budapest, Hungary"
9,node/1763195717,regional,"8th District, Budapest, Hungary"
10,node/1880698098,regional,"8th District, Budapest, Hungary"
11,node/1974465544,pizza,"8th District, Budapest, Hungary"
12,node/1974465549,italian,"8th District, Budapest, Hungary"
13,node/1974465550,regional,"8th District, Budapest, Hungary"
14,node/2017908432,kebab,"8th District, Budapest, Hungary"
15,node/2080496967,italian,"8th District, Budapest, Hungary"
16,node/2296049827,,"8th District, Budapest, Hungary"
17,node/2305252790,,"8th District, Budapest, Hungary"
18,node/2321900381,,"8th District, Budapest, Hungary"
19,node/2322901402,hungarian,"8th District, Budapest, Hungary"
20,node/2322903914,,"8th District, Budapest, Hungary"
21,node/2322905614,,"8th District, Budapest, Hungary"
22,node/2322906406,,"8th District, Budapest, Hungary"
23,node/2322909828,,"8th District, Budapest, Hungary"
24,node/2322910593,regional,"8th District, Budapest, Hungary"
25,node/2322911415,hungarian,"8th District, Budapest, Hungary"
26,node/2325493490,regional,"8th District, Budapest, Hungary"
27,node/2325525671,,"8th District, Budapest, Hungary"
28,node/2325651468,arab,"8th District, Budapest, Hungary"
29,node/2461827167,burger,"8th District, Budapest, Hungary"
30,node/2461827172,pizza,"8th District, Budapest, Hungary"
31,node/2461835278,chicken,"8th District, Budapest, Hungary"
32,node/2477271544,,"8th District, Budapest, Hungary"
33,node/2506438611,indian,"8th District, Budapest, Hungary"
34,node/2532621842,,"8th District, Budapest, Hungary"
35,node/2532637861,hungarian,"8th District, Budapest, Hungary"
36,node/2532680147,indian,"8th District, Budapest, Hungary"
37,node/2613078648,regional,"8th District, Budapest, Hungary"
38,node/2688618031,italian;pizza,"8th District, Budapest, Hungary"
39,node/2766501423,sandwich,"8th District, Budapest, Hungary"
40,node/2829269819,american,"8th District, Budapest, Hungary"
41,node/2829269835,hungarian,"8th District, Budapest, Hungary"
42,node/2829269842,chinese,"8th District, Budapest, Hungary"
43,node/2833662854,regional,"8th District, Budapest, Hungary"
44,node/2835815419,chicken,"8th District, Budapest, Hungary"
45,node/2847359841,sandwich,"8th District, Budapest, Hungary"
46,node/2847359851,indian,"8th District, Budapest, Hungary"
47,node/2916610997,,"8th District, Budapest, Hungary"
48,node/2936188891,turkish,"8th District, Budapest, Hungary"
49,node/2967495929,regional,"8th District, Budapest, Hungary"
50,node/2969902282,regional,"8th District, Budapest, Hungary"
51,node/2971230017,kebab,"8th District, Budapest, Hungary"
52,node/2971230024,pizza,"8th District, Budapest, Hungary"
53,node/2974999203,international,"8th District, Budapest, Hungary"
54,node/2974999209,indian,"8th District, Budapest, Hungary"
55,node/2974999215,hungarian,"8th District, Budapest, Hungary"
56,node/2984516944,hungarian,"8th District, Budapest, Hungary"
57,node/2984516945,chinese,"8th District, Budapest, Hungary"
58,node/2992594052,pizza,"8th District, Budapest, Hungary"
59,node/2992594053,hungarian,"8th District, Budapest, Hungary"
60,node/2992594060,chinese,"8th District, Budapest, Hungary"
61,node/2992594066,,"8th District, Budapest, Hungary"
62,node/2992594071,hungarian,"8th District, Budapest, Hungary"
63,node/2993771931,burger,"8th District, Budapest, Hungary"
64,node/2993772145,kebab,"8th District, Budapest, Hungary"
65,node/2993772148,pizza,"8th District, Budapest, Hungary"
66,node/3009882004,chinese,"8th District, Budapest, Hungary"
67,node/3009882013,burger,"8th District, Budapest, Hungary"
68,node/3016076750,sandwich,"8th District, Budapest, Hungary"
69,node/3016223468,,"8th District, Budapest, Hungary"
70,node/3059214034,pakistani;indian,"8th District, Budapest, Hungary"
71,node/3103661529,,"8th District, Budapest, Hungary"
72,node/3135833992,burger,"8th District, Budapest, Hungary"
73,node/3135833998,chinese,"8th District, Budapest, Hungary"
74,node/3137488982,pizza,"8th District, Budapest, Hungary"
75,node/3156369561,,"8th District, Budapest, Hungary"
76,node/3444472859,hungarian;arab,"8th District, Budapest, Hungary"
77,node/3457609575,,"8th District, Budapest, Hungary"
78,node/3459019893,,"8th District, Budapest, Hungary"
79,node/3474400497,pizza,"8th District, Budapest, Hungary"
80,node/3474545494,,"8th District, Budapest, Hungary"
81,node/3581176098,,"8th District, Budapest, Hungary"
82,node/3988422857,,"8th District, Budapest, Hungary"
83,node/4024404043,gyros,"8th District, Budapest, Hungary"
84,node/4031139995,,"8th District, Budapest, Hungary"
85,node/4031139996,arab,"8th District, Budapest, Hungary"
86,node/4031139999,hamburger,"8th District, Budapest, Hungary"
87,node/4031152104,pizza,"8th District, Budapest, Hungary"
88,node/4031161892,,"8th District, Budapest, Hungary"
89,node/4031170776,burger,"8th District, Budapest, Hungary"
90,node/4031170777,chicken,"8th District, Budapest, Hungary"
91,node/4348266866,chinese,"8th District, Budapest, Hungary"
92,node/4351577641,,"8th District, Budapest, Hungary"
93,node/4527030177,italian,"8th District, Budapest, Hungary"
94,node/4527047547,regional,"8th District, Budapest, Hungary"
95,node/4529874797,regional,"8th District, Budapest, Hungary"
96,node/4529874801,pizza,"8th District, Budapest, Hungary"
97,node/4601796592,hungarian,"8th District, Budapest, Hungary"
98,node/4653895598,regional,"8th District, Budapest, Hungary"
99,node/4683674030,gyros,"8th District, Budapest, Hungary"
100,node/4683674031,turkish,"8th District, Budapest, Hungary"
101,node/4726315925,chicken,"8th District, Budapest, Hungary"
102,node/4746005828,african,"8th District, Budapest, Hungary"
103,node/4746005834,,"8th District, Budapest, Hungary"
104,node/4863396121,sandwich,"8th District, Budapest, Hungary"
105,node/4976762700,,"8th District, Budapest, Hungary"
106,node/5022278517,,"8th District, Budapest, Hungary"
107,node/5133131521,chicken,"8th District, Budapest, Hungary"
108,node/5268020549,,"8th District, Budapest, Hungary"
109,node/5268020562,,"8th District, Budapest, Hungary"
110,node/5355073807,pizza,"8th District, Budapest, Hungary"
111,node/5418619402,hungarian,"8th District, Budapest, Hungary"
112,node/5418619404,burger;crepe;sandwich,"8th District, Budapest, Hungary"
113,node/5519867331,thai,"8th District, Budapest, Hungary"
114,node/5602595431,,"8th District, Budapest, Hungary"
115,node/5602595432,american;mexican;pizza,"8th District, Budapest, Hungary"
116,node/5832183885,burger,"8th District, Budapest, Hungary"
117,node/5998700794,burger,"8th District, Budapest, Hungary"
118,node/6259838189,,"8th District, Budapest, Hungary"
119,node/6611449063,japanese,"8th District, Budapest, Hungary"
120,node/6637273385,hungarian,"8th District, Budapest, Hungary"
121,node/6651051346,regional,"8th District, Budapest, Hungary"
122,node/6708465086,arab,"8th District, Budapest, Hungary"
123,node/6768900492,afghan;kebab;gyros,"8th District, Budapest, Hungary"
124,node/6810339485,japanese,"8th District, Budapest, Hungary"
125,node/6850693305,,"8th District, Budapest, Hungary"
126,node/6850693315,,"8th District, Budapest, Hungary"
127,node/6970072285,american,"8th District, Budapest, Hungary"
128,node/7113068685,,"8th District, Budapest, Hungary"
129,node/7222279985,,"8th District, Budapest, Hungary"
130,node/7293756539,burger,"8th District, Budapest, Hungary"
131,node/7293910447,,"8th District, Budapest, Hungary"
132,node/8073869525,,"8th District, Budapest, Hungary"
133,node/8073869530,,"8th District, Budapest, Hungary"
134,node/8073869531,,"8th District, Budapest, Hungary"
135,node/8073869533,pizza;sandwich,"8th District, Budapest, Hungary"
136,node/8399397663,,"8th District, Budapest, Hungary"
137,way/144657699,hungarian,"8th District, Budapest, Hungary"
138,way/255021149,,"8th District, Budapest, Hungary"
139,way/324876807,,"8th District, Budapest, Hungary"
140,way/631407517,italian,"8th District, Budapest, Hungary"
141,way/631407525,chicken,"8th District, Budapest, Hungary"
142,way/631407526,hungarian,"8th District, Budapest, Hungary"
143,way/631407527,barbecue,"8th District, Budapest, Hungary"
144,way/631407532,hungarian,"8th District, Budapest, Hungary"
0,node/418019373,international,"9th District, Budapest, Hungary"
1,node/418022821,sushi,"9th District, Budapest, Hungary"
2,node/418029722,mexican,"9th District, Budapest, Hungary"
3,node/418615041,japanese,"9th District, Budapest, Hungary"
4,node/467628111,indian,"9th District, Budapest, Hungary"
5,node/553332648,,"9th District, Budapest, Hungary"
6,node/557670958,regional,"9th District, Budapest, Hungary"
7,node/557671090,,"9th District, Budapest, Hungary"
8,node/560864838,kebab,"9th District, Budapest, Hungary"
9,node/694309627,fine_dining,"9th District, Budapest, Hungary"
10,node/738757596,,"9th District, Budapest, Hungary"
11,node/813172019,,"9th District, Budapest, Hungary"
12,node/1665722093,american;asian,"9th District, Budapest, Hungary"
13,node/1918818118,burger,"9th District, Budapest, Hungary"
14,node/1918880321,,"9th District, Budapest, Hungary"
15,node/1918883383,tapas,"9th District, Budapest, Hungary"
16,node/1943486071,vietnamese,"9th District, Budapest, Hungary"
17,node/2074521669,,"9th District, Budapest, Hungary"
18,node/2199373156,burger,"9th District, Budapest, Hungary"
19,node/2296460060,,"9th District, Budapest, Hungary"
20,node/2325601469,,"9th District, Budapest, Hungary"
21,node/2325628254,tapas,"9th District, Budapest, Hungary"
22,node/2325633572,,"9th District, Budapest, Hungary"
23,node/2325643067,,"9th District, Budapest, Hungary"
24,node/2325649939,chinese;wok,"9th District, Budapest, Hungary"
25,node/2325650366,,"9th District, Budapest, Hungary"
26,node/2325655416,international,"9th District, Budapest, Hungary"
27,node/2325661377,hungarian,"9th District, Budapest, Hungary"
28,node/2325666654,,"9th District, Budapest, Hungary"
29,node/2325673617,hungarian,"9th District, Budapest, Hungary"
30,node/2325678063,pizza,"9th District, Budapest, Hungary"
31,node/2325688602,sandwich,"9th District, Budapest, Hungary"
32,node/2325705751,,"9th District, Budapest, Hungary"
33,node/2452317439,hungarian,"9th District, Budapest, Hungary"
34,node/2452317441,,"9th District, Budapest, Hungary"
35,node/2452317446,italian,"9th District, Budapest, Hungary"
36,node/2452317448,hungarian,"9th District, Budapest, Hungary"
37,node/2505211556,hungarian,"9th District, Budapest, Hungary"
38,node/2505211557,hungarian,"9th District, Budapest, Hungary"
39,node/2506438464,,"9th District, Budapest, Hungary"
40,node/2506438543,hungarian,"9th District, Budapest, Hungary"
41,node/2506438573,hungarian,"9th District, Budapest, Hungary"
42,node/2506438583,fries,"9th District, Budapest, Hungary"
43,node/2506438606,scottish,"9th District, Budapest, Hungary"
44,node/2506438623,hungarian,"9th District, Budapest, Hungary"
45,node/2508882151,hungarian;german,"9th District, Budapest, Hungary"
46,node/2508882211,asian,"9th District, Budapest, Hungary"
47,node/2570200312,indian,"9th District, Budapest, Hungary"
48,node/2570200315,chinese,"9th District, Budapest, Hungary"
49,node/2577471257,kebab,"9th District, Budapest, Hungary"
50,node/2614135660,,"9th District, Budapest, Hungary"
51,node/2614135668,hungarian,"9th District, Budapest, Hungary"
52,node/2614135670,persian,"9th District, Budapest, Hungary"
53,node/2615662185,chinese,"9th District, Budapest, Hungary"
54,node/2616786715,hungarian,"9th District, Budapest, Hungary"
55,node/2617619852,kebab,"9th District, Budapest, Hungary"
56,node/2619207643,,"9th District, Budapest, Hungary"
57,node/2619207673,mediterranean,"9th District, Budapest, Hungary"
58,node/2619207691,hungarian,"9th District, Budapest, Hungary"
59,node/2635701694,,"9th District, Budapest, Hungary"
60,node/2766675218,,"9th District, Budapest, Hungary"
61,node/2773490151,turkish,"9th District, Budapest, Hungary"
62,node/2773490165,kebab,"9th District, Budapest, Hungary"
63,node/2773490274,hungarian,"9th District, Budapest, Hungary"
64,node/2784876366,serbian,"9th District, Budapest, Hungary"
65,node/2789805668,kebab,"9th District, Budapest, Hungary"
66,node/2789805672,chinese,"9th District, Budapest, Hungary"
67,node/2795507913,kebab,"9th District, Budapest, Hungary"
68,node/2795507915,chicken,"9th District, Budapest, Hungary"
69,node/2795507921,italian,"9th District, Budapest, Hungary"
70,node/2795507930,vietnamese,"9th District, Budapest, Hungary"
71,node/3027094748,burger,"9th District, Budapest, Hungary"
72,node/3045211747,,"9th District, Budapest, Hungary"
73,node/3394214246,regional,"9th District, Budapest, Hungary"
74,node/3440459440,regional,"9th District, Budapest, Hungary"
75,node/3478495199,,"9th District, Budapest, Hungary"
76,node/3478529396,,"9th District, Budapest, Hungary"
77,node/3478534533,asian,"9th District, Budapest, Hungary"
78,node/3532809895,pizza,"9th District, Budapest, Hungary"
79,node/3541854145,regional,"9th District, Budapest, Hungary"
80,node/3583842435,chinese,"9th District, Budapest, Hungary"
81,node/3605384072,chicken,"9th District, Budapest, Hungary"
82,node/3647077592,thai,"9th District, Budapest, Hungary"
83,node/3783152288,vietnamese,"9th District, Budapest, Hungary"
84,node/3783157602,,"9th District, Budapest, Hungary"
85,node/3783169897,chinese,"9th District, Budapest, Hungary"
86,node/3783169901,,"9th District, Budapest, Hungary"
87,node/3783203068,,"9th District, Budapest, Hungary"
88,node/3783203071,,"9th District, Budapest, Hungary"
89,node/3885058557,,"9th District, Budapest, Hungary"
90,node/3910967192,kebab,"9th District, Budapest, Hungary"
91,node/3910967195,gyros,"9th District, Budapest, Hungary"
92,node/3967087075,,"9th District, Budapest, Hungary"
93,node/4024379851,persian,"9th District, Budapest, Hungary"
94,node/4068601041,kebab,"9th District, Budapest, Hungary"
95,node/4196872093,burger,"9th District, Budapest, Hungary"
