,unique_id,cuisine,district
1,node/260892267,,"5th District, Budapest, Hungary"
2,node/260896309,hungarian,"5th District, Budapest, Hungary"
3,node/260896314,,"5th District, Budapest, Hungary"
4,node/260896315,burger,"5th District, Budapest, Hungary"
5,node/260910397,turkish,"5th District, Budapest, Hungary"
6,node/261418314,,"5th District, Budapest, Hungary"
7,node/261428854,,"5th District, Budapest, Hungary"
8,node/263934613,serbian,"5th District, Budapest, Hungary"
9,node/263934747,,"5th District, Budapest, Hungary"
10,node/263984859,italian;pizza,"5th District, Budapest, Hungary"
11,node/263984860,italian,"5th District, Budapest, Hungary"
12,node/263984861,,"5th District, Budapest, Hungary"
13,node/263985523,,"5th District, Budapest, Hungary"
14,node/263987421,hungarian,"5th District, Budapest, Hungary"
15,node/263988061,mexican,"5th District, Budapest, Hungary"
16,node/264057026,,"5th District, Budapest, Hungary"
17,node/264057029,,"5th District, Budapest, Hungary"
18,node/264115646,,"5th District, Budapest, Hungary"
19,node/264115648,,"5th District, Budapest, Hungary"
20,node/264116228,regional;grill;hungarian;local,"5th District, Budapest, Hungary"
21,node/264117979,,"5th District, Budapest, Hungary"
22,node/264122014,,"5th District, Budapest, Hungary"
23,node/264127644,,"5th District, Budapest, Hungary"
24,node/264127645,,"5th District, Budapest, Hungary"
25,node/264128604,chinese,"5th District, Budapest, Hungary"
26,node/264128605,sandwich,"5th District, Budapest, Hungary"
27,node/264129569,,"5th District, Budapest, Hungary"
28,node/264131330,,"5th District, Budapest, Hungary"
29,node/264131331,,"5th District, Budapest, Hungary"
30,node/264132266,,"5th District, Budapest, Hungary"
31,node/264132695,chinese,"5th District, Budapest, Hungary"
32,node/264137087,,"5th District, Budapest, Hungary"
33,node/264138639,,"5th District, Budapest, Hungary"
34,node/264139922,,"5th District, Budapest, Hungary"
35,node/264143626,chinese,"5th District, Budapest, Hungary"
36,node/264155088,,"5th District, Budapest, Hungary"
37,node/272137390,burger,"5th District, Budapest, Hungary"
38,node/272137391,burger,"5th District, Budapest, Hungary"
39,node/272137392,burger,"5th District, Budapest, Hungary"
40,node/272137396,burger,"5th District, Budapest, Hungary"
41,node/272139413,,"5th District, Budapest, Hungary"
42,node/276304967,,"5th District, Budapest, Hungary"
43,node/276305208,italian,"5th District, Budapest, Hungary"
44,node/276307733,,"5th District, Budapest, Hungary"
45,node/276308842,,"5th District, Budapest, Hungary"
46,node/276308867,,"5th District, Budapest, Hungary"
47,node/276308891,hungarian,"5th District, Budapest, Hungary"
48,node/276309235,chinese,"5th District, Budapest, Hungary"
49,node/276309236,sandwich,"5th District, Budapest, Hungary"
50,node/276309367,sandwich,"5th District, Budapest, Hungary"
51,node/276309424,american,"5th District, Budapest, Hungary"
52,node/276309562,,"5th District, Budapest, Hungary"
53,node/276309563,indian,"5th District, Budapest, Hungary"
54,node/276310871,,"5th District, Budapest, Hungary"
55,node/276310872,,"5th District, Budapest, Hungary"
56,node/276311296,hungarian,"5th District, Budapest, Hungary"
57,node/276312204,,"5th District, Budapest, Hungary"
58,node/276312263,burger,"5th District, Budapest, Hungary"
59,node/276403580,sushi,"5th District, Budapest, Hungary"
60,node/276422351,sandwich,"5th District, Budapest, Hungary"
61,node/276437263,,"5th District, Budapest, Hungary"
62,node/276448444,international,"5th District, Budapest, Hungary"
63,node/276449554,,"5th District, Budapest, Hungary"
64,node/276481862,,"5th District, Budapest, Hungary"
65,node/276491180,,"5th District, Budapest, Hungary"
66,node/276504222,,"5th District, Budapest, Hungary"
67,node/276505600,grill,"5th District, Budapest, Hungary"
68,node/276507117,,"5th District, Budapest, Hungary"
69,node/276507786,,"5th District, Budapest, Hungary"
70,node/276508847,hungarian,"5th District, Budapest, Hungary"
71,node/276509466,,"5th District, Budapest, Hungary"
72,node/276516013,,"5th District, Budapest, Hungary"
73,node/276517021,,"5th District, Budapest, Hungary"
74,node/276517149,,"5th District, Budapest, Hungary"
75,node/276518956,,"5th District, Budapest, Hungary"
76,node/276518957,,"5th District, Budapest, Hungary"
77,node/276518958,,"5th District, Budapest, Hungary"
78,node/276519527,italian,"5th District, Budapest, Hungary"
79,node/276519528,,"5th District, Budapest, Hungary"
80,node/412946806,,"5th District, Budapest, Hungary"
81,node/417822662,,"5th District, Budapest, Hungary"
82,node/735750293,hungarian,"5th District, Budapest, Hungary"
83,node/738762524,regional,"5th District, Budapest, Hungary"
84,node/813172038,,"5th District, Budapest, Hungary"
85,node/838127248,,"5th District, Budapest, Hungary"
86,node/856442299,pizza,"5th District, Budapest, Hungary"
87,node/880305791,hungarian,"5th District, Budapest, Hungary"
88,node/1160266633,chinese,"5th District, Budapest, Hungary"
89,node/1160266775,italian,"5th District, Budapest, Hungary"
90,node/1217544705,middle_eastern,"5th District, Budapest, Hungary"
91,node/1419056701,,"5th District, Budapest, Hungary"
92,node/1648766509,,"5th District, Budapest, Hungary"
93,node/1648766578,,"5th District, Budapest, Hungary"
94,node/1673257673,soup,"5th District, Budapest, Hungary"
95,node/1742842111,,"5th District, Budapest, Hungary"
96,node/1767741483,,"5th District, Budapest, Hungary"
97,node/1864214280,,"5th District, Budapest, Hungary"
98,node/1937777411,international,"5th District, Budapest, Hungary"
99,node/1982867489,regional,"5th District, Budapest, Hungary"
100,node/2080496976,italian,"5th District, Budapest, Hungary"
101,node/2093914094,chinese,"5th District, Budapest, Hungary"
102,node/2303726714,greek,"5th District, Budapest, Hungary"
103,node/2303737452,thai,"5th District, Budapest, Hungary"
104,node/2303740073,greek,"5th District, Budapest, Hungary"
105,node/2303755109,hungarian,"5th District, Budapest, Hungary"
106,node/2303777799,,"5th District, Budapest, Hungary"
107,node/2303779171,hungarian,"5th District, Budapest, Hungary"
108,node/2303787296,thai,"5th District, Budapest, Hungary"
109,node/2305061268,hungarian,"5th District, Budapest, Hungary"
110,node/2305068921,hungarian,"5th District, Budapest, Hungary"
111,node/2305069879,italian,"5th District, Budapest, Hungary"
112,node/2305077540,hungarian,"5th District, Budapest, Hungary"
113,node/2305078592,italian,"5th District, Budapest, Hungary"
114,node/2305080155,hungarian,"5th District, Budapest, Hungary"
115,node/2305088667,,"5th District, Budapest, Hungary"
116,node/2305089874,,"5th District, Budapest, Hungary"
117,node/2305103872,,"5th District, Budapest, Hungary"
118,node/2305116589,,"5th District, Budapest, Hungary"
119,node/2305122967,,"5th District, Budapest, Hungary"
120,node/2305124191,japanese;sushi,"5th District, Budapest, Hungary"
121,node/2305158321,steak,"5th District, Budapest, Hungary"
122,node/2305179853,hungarian,"5th District, Budapest, Hungary"
123,node/2305181689,regional,"5th District, Budapest, Hungary"
124,node/2305182635,,"5th District, Budapest, Hungary"
125,node/2305183307,,"5th District, Budapest, Hungary"
126,node/2305184059,asian,"5th District, Budapest, Hungary"
127,node/2306127002,wine,"5th District, Budapest, Hungary"
128,node/2306128637,,"5th District, Budapest, Hungary"
129,node/2306130377,international,"5th District, Budapest, Hungary"
130,node/2306149066,hungarian,"5th District, Budapest, Hungary"
131,node/2306149376,hungarian,"5th District, Budapest, Hungary"
132,node/2306150621,,"5th District, Budapest, Hungary"
133,node/2306154679,,"5th District, Budapest, Hungary"
134,node/2306156771,,"5th District, Budapest, Hungary"
135,node/2306158741,irish;hungarian,"5th District, Budapest, Hungary"
136,node/2306159164,hungarian,"5th District, Budapest, Hungary"
137,node/2306160177,italian,"5th District, Budapest, Hungary"
138,node/2306162149,,"5th District, Budapest, Hungary"
139,node/2306166711,,"5th District, Budapest, Hungary"
140,node/2306166917,,"5th District, Budapest, Hungary"
141,node/2306177543,hungarian,"5th District, Budapest, Hungary"
142,node/2306187279,,"5th District, Budapest, Hungary"
143,node/2306191509,,"5th District, Budapest, Hungary"
144,node/2306194980,,"5th District, Budapest, Hungary"
145,node/2339137890,chicken,"5th District, Budapest, Hungary"
146,node/2353459537,pizza,"5th District, Budapest, Hungary"
147,node/2359253071,syrian,"5th District, Budapest, Hungary"
148,node/2385679972,regional,"5th District, Budapest, Hungary"
149,node/2385679996,regional,"5th District, Budapest, Hungary"
150,node/2385680006,steak_house,"5th District, Budapest, Hungary"
151,node/2385680013,hungarian,"5th District, Budapest, Hungary"
152,node/2385680020,hungarian,"5th District, Budapest, Hungary"
153,node/2385680034,,"5th District, Budapest, Hungary"
154,node/2387177386,regional,"5th District, Budapest, Hungary"
155,node/2435100309,regional,"5th District, Budapest, Hungary"
156,node/2504283126,,"5th District, Budapest, Hungary"
157,node/2504292587,international,"5th District, Budapest, Hungary"
158,node/2562574962,pasta,"5th District, Budapest, Hungary"
159,node/2579783631,turkish,"5th District, Budapest, Hungary"
160,node/2579857604,international,"5th District, Budapest, Hungary"
161,node/2691531553,indian,"5th District, Budapest, Hungary"
162,node/2700968059,pizza,"5th District, Budapest, Hungary"
163,node/2889794438,,"5th District, Budapest, Hungary"
164,node/3006800433,,"5th District, Budapest, Hungary"
165,node/3074802455,regional,"5th District, Budapest, Hungary"
166,node/3097287829,thai,"5th District, Budapest, Hungary"
167,node/3097294229,sausage,"5th District, Budapest, Hungary"
168,node/3201734542,pizza,"5th District, Budapest, Hungary"
169,node/3201734544,chinese,"5th District, Budapest, Hungary"
170,node/3201734545,burger,"5th District, Budapest, Hungary"
171,node/3203867880,,"5th District, Budapest, Hungary"
172,node/3203867882,pizza,"5th District, Budapest, Hungary"
173,node/3212852285,burger,"5th District, Budapest, Hungary"
174,node/3212852290,burger,"5th District, Budapest, Hungary"
175,node/3219264327,regional,"5th District, Budapest, Hungary"
176,node/3221437359,italian,"5th District, Budapest, Hungary"
177,node/3223701292,waffle,"5th District, Budapest, Hungary"
178,node/3230655491,regional,"5th District, Budapest, Hungary"
179,node/3232789024,regional,"5th District, Budapest, Hungary"
180,node/3275579894,burger,"5th District, Budapest, Hungary"
181,node/3279433565,,"5th District, Budapest, Hungary"
182,node/3279456684,hungarian,"5th District, Budapest, Hungary"
183,node/3283497723,hungarian,"5th District, Budapest, Hungary"
184,node/3315522369,chinese,"5th District, Budapest, Hungary"
185,node/3319833454,japanese,"5th District, Budapest, Hungary"
186,node/3325391737,asian,"5th District, Budapest, Hungary"
187,node/3325391738,mexican,"5th District, Budapest, Hungary"
188,node/3325391740,kebab,"5th District, Budapest, Hungary"
189,node/3325391741,burger,"5th District, Budapest, Hungary"
190,node/3325391744,asian,"5th District, Budapest, Hungary"
191,node/3337029882,hungarian,"5th District, Budapest, Hungary"
192,node/3337029884,asian,"5th District, Budapest, Hungary"
193,node/3337030296,hungarian,"5th District, Budapest, Hungary"
194,node/3351927185,italian,"5th District, Budapest, Hungary"
195,node/3402560494,,"5th District, Budapest, Hungary"
196,node/3402560497,hungarian,"5th District, Budapest, Hungary"
197,node/3402560499,hungarian,"5th District, Budapest, Hungary"
198,node/3404671498,hungarian,"5th District, Budapest, Hungary"
199,node/3404671501,italian,"5th District, Budapest, Hungary"
200,node/3404671502,,"5th District, Budapest, Hungary"
201,node/3406215314,hungarian,"5th District, Budapest, Hungary"
202,node/3410329180,hungarian,"5th District, Budapest, Hungary"
203,node/3413002795,,"5th District, Budapest, Hungary"
204,node/3451713520,pizza,"5th District, Budapest, Hungary"
205,node/3459655806,chicken,"5th District, Budapest, Hungary"
206,node/3500596362,burger,"5th District, Budapest, Hungary"
207,node/3565317493,regional,"5th District, Budapest, Hungary"
208,node/3577377767,turkish,"5th District, Budapest, Hungary"
209,node/3669924569,pizza,"5th District, Budapest, Hungary"
210,node/3815462415,,"5th District, Budapest, Hungary"
211,node/3833558017,italian,"5th District, Budapest, Hungary"
212,node/3883276431,regional;grill;burger;hungarian;pizza;tea;noodles,"5th District, Budapest, Hungary"
213,node/3886419558,vietnamese,"5th District, Budapest, Hungary"
214,node/3888068568,italian,"5th District, Budapest, Hungary"
215,node/3893808164,italian,"5th District, Budapest, Hungary"
216,node/3899532058,turkish,"5th District, Budapest, Hungary"
217,node/3930752548,regional,"5th District, Budapest, Hungary"
218,node/4020159354,,"5th District, Budapest, Hungary"
219,node/4038076620,steak,"5th District, Budapest, Hungary"
220,node/4040579882,lebanese,"5th District, Budapest, Hungary"
221,node/4048913322,,"5th District, Budapest, Hungary"
222,node/4050192367,fine_dining,"5th District, Budapest, Hungary"
223,node/4118718099,fast_food,"5th District, Budapest, Hungary"
224,node/4120659390,hungarian,"5th District, Budapest, Hungary"
225,node/4120659395,,"5th District, Budapest, Hungary"
226,node/4149395500,,"5th District, Budapest, Hungary"
227,node/4198316092,,"5th District, Budapest, Hungary"
228,node/4312581289,sandwich,"5th District, Budapest, Hungary"
229,node/4315757391,,"5th District, Budapest, Hungary"
230,node/4335974392,pancake;sandwich,"5th District, Budapest, Hungary"
231,node/4340423045,,"5th District, Budapest, Hungary"
232,node/4340423047,pizza;italian,"5th District, Budapest, Hungary"
233,node/4340423048,,"5th District, Budapest, Hungary"
234,node/4358590891,,"5th District, Budapest, Hungary"
235,node/4401245730,,"5th District, Budapest, Hungary"
236,node/4408649610,,"5th District, Budapest, Hungary"
237,node/4427277176,hungarian,"5th District, Budapest, Hungary"
238,node/4427277615,,"5th District, Budapest, Hungary"
239,node/4443544089,thai,"5th District, Budapest, Hungary"
240,node/4491548429,,"5th District, Budapest, Hungary"
241,node/4507238172,,"5th District, Budapest, Hungary"
242,node/4532505289,spanish,"5th District, Budapest, Hungary"
243,node/4551598610,noodle,"5th District, Budapest, Hungary"
244,node/4573471392,japanese;thai,"5th District, Budapest, Hungary"
245,node/4606794779,mexican,"5th District, Budapest, Hungary"
246,node/4610625935,regional,"5th District, Budapest, Hungary"
247,node/4654009691,,"5th District, Budapest, Hungary"
248,node/4728091796,steak_house,"5th District, Budapest, Hungary"
249,node/4796416715,,"5th District, Budapest, Hungary"
250,node/4908984921,,"5th District, Budapest, Hungary"
251,node/4911010898,,"5th District, Budapest, Hungary"
252,node/4933370721,,"5th District, Budapest, Hungary"
253,node/4939174075,,"5th District, Budapest, Hungary"
254,node/4939175460,,"5th District, Budapest, Hungary"
255,node/4939178253,,"5th District, Budapest, Hungary"
256,node/4981272956,,"5th District, Budapest, Hungary"
257,node/4996777021,,"5th District, Budapest, Hungary"
258,node/4997939036,,"5th District, Budapest, Hungary"
259,node/5018732024,asian,"5th District, Budapest, Hungary"
260,node/5051273121,,"5th District, Budapest, Hungary"
261,node/5052797030,,"5th District, Budapest, Hungary"
262,node/5052797032,,"5th District, Budapest, Hungary"
263,node/5062273736,chinese,"5th District, Budapest, Hungary"
264,node/5077357329,,"5th District, Budapest, Hungary"
265,node/5084862521,,"5th District, Budapest, Hungary"
266,node/5123359225,,"5th District, Budapest, Hungary"
267,node/5200100335,,"5th District, Budapest, Hungary"
268,node/5218198932,hungarian,"5th District, Budapest, Hungary"
269,node/5226204383,,"5th District, Budapest, Hungary"
270,node/5233490026,hungarian,"5th District, Budapest, Hungary"
271,node/5333148923,,"5th District, Budapest, Hungary"
272,node/5351496622,hungarian,"5th District, Budapest, Hungary"
273,node/5418648921,hungarian,"5th District, Budapest, Hungary"
274,node/5434012422,,"5th District, Budapest, Hungary"
275,node/5619381625,breakfast,"5th District, Budapest, Hungary"
276,node/5640390233,burger,"5th District, Budapest, Hungary"
277,node/5683129021,friture;hungarian,"5th District, Budapest, Hungary"
278,node/5683174821,hungarian,"5th District, Budapest, Hungary"
279,node/5776984291,italian,"5th District, Budapest, Hungary"
280,node/5825875753,hungarian,"5th District, Budapest, Hungary"
281,node/5841412285,,"5th District, Budapest, Hungary"
282,node/5998596231,,"5th District, Budapest, Hungary"
283,node/6033744172,regional,"5th District, Budapest, Hungary"
284,node/6109033426,hungarian,"5th District, Budapest, Hungary"
285,node/6131026810,,"5th District, Budapest, Hungary"
286,node/6203880785,american;hungarian;grill;steak_house,"5th District, Budapest, Hungary"
287,node/6237477162,asian,"5th District, Budapest, Hungary"
288,node/6297825398,pizza,"5th District, Budapest, Hungary"
289,node/6391267486,regional,"5th District, Budapest, Hungary"
290,node/6402957886,,"5th District, Budapest, Hungary"
291,node/6423992385,hungarian,"5th District, Budapest, Hungary"
292,node/6466633086,russian,"5th District, Budapest, Hungary"
293,node/6610022034,,"5th District, Budapest, Hungary"
294,node/6623332001,sandwich,"5th District, Budapest, Hungary"
295,node/6635135885,chinese,"5th District, Budapest, Hungary"
296,node/6647284693,georgian,"5th District, Budapest, Hungary"
297,node/6662238089,,"5th District, Budapest, Hungary"
298,node/6770677471,falafel;hummus,"5th District, Budapest, Hungary"
299,node/6770679627,pizza,"5th District, Budapest, Hungary"
300,node/6770710893,american;hamburger;pizza,"5th District, Budapest, Hungary"
301,node/6778119023,hungarian,"5th District, Budapest, Hungary"
302,node/6778119030,,"5th District, Budapest, Hungary"
303,node/6788663642,regional,"5th District, Budapest, Hungary"
304,node/6795166570,italian,"5th District, Budapest, Hungary"
305,node/6814229745,,"5th District, Budapest, Hungary"
306,node/6869403362,,"5th District, Budapest, Hungary"
307,node/6878861917,pizza,"5th District, Budapest, Hungary"
308,node/6939023586,,"5th District, Budapest, Hungary"
309,node/6979589285,asian,"5th District, Budapest, Hungary"
310,node/6987458685,indian,"5th District, Budapest, Hungary"
311,node/7069395586,hungarian,"5th District, Budapest, Hungary"
312,node/7090590568,,"5th District, Budapest, Hungary"
313,node/7090590569,italian,"5th District, Budapest, Hungary"
314,node/7124767513,spanish;tapas,"5th District, Budapest, Hungary"
315,node/7215230385,,"5th District, Budapest, Hungary"
316,node/7215883085,,"5th District, Budapest, Hungary"
317,node/7236750404,hungarian;traditional,"5th District, Budapest, Hungary"
318,node/7728625385,fine_dining;lebanese,"5th District, Budapest, Hungary"
319,node/7733873634,meat,"5th District, Budapest, Hungary"
320,node/7902051686,,"5th District, Budapest, Hungary"
321,node/7902051687,,"5th District, Budapest, Hungary"
322,node/7902051688,,"5th District, Budapest, Hungary"
323,node/7903344750,,"5th District, Budapest, Hungary"
324,node/7930461611,chinese,"5th District, Budapest, Hungary"
325,node/7973365304,,"5th District, Budapest, Hungary"
326,node/7995040368,lebanese,"5th District, Budapest, Hungary"
327,node/7995487585,vietnamese;thai,"5th District, Budapest, Hungary"
328,node/8016570607,,"5th District, Budapest, Hungary"
329,node/8016570610,,"5th District, Budapest, Hungary"
330,node/8027015920,vietnamese,"5th District, Budapest, Hungary"
331,node/8040159928,,"5th District, Budapest, Hungary"
332,way/25366836,,"5th District, Budapest, Hungary"
333,way/25367031,,"5th District, Budapest, Hungary"
0,node/260896316,steak_house,"6th District, Budapest, Hungary"
1,node/264143237,,"6th District, Budapest, Hungary"
2,node/275464080,burger,"6th District, Budapest, Hungary"
3,node/275464245,burger,"6th District, Budapest, Hungary"
4,node/275465159,burger,"6th District, Budapest, Hungary"
5,node/275465163,burger,"6th District, Budapest, Hungary"
6,node/401503697,japanese,"6th District, Budapest, Hungary"
7,node/416877476,sandwich;pizza,"6th District, Budapest, Hungary"
8,node/416891540,chinese,"6th District, Budapest, Hungary"
9,node/417853306,,"6th District, Budapest, Hungary"
10,node/419017260,,"6th District, Budapest, Hungary"
11,node/419017261,italian,"6th District, Budapest, Hungary"
12,node/419017262,hungarian,"6th District, Budapest, Hungary"
13,node/674470680,vietnamese,"6th District, Budapest, Hungary"
14,node/692973207,indian,"6th District, Budapest, Hungary"
15,node/729106115,,"6th District, Budapest, Hungary"
16,node/864609965,,"6th District, Budapest, Hungary"
17,node/881943488,,"6th District, Budapest, Hungary"
18,node/881943502,,"6th District, Budapest, Hungary"
19,node/930168453,thai,"6th District, Budapest, Hungary"
20,node/943478880,mexican,"6th District, Budapest, Hungary"
21,node/943479294,turkish,"6th District, Budapest, Hungary"
22,node/965929967,,"6th District, Budapest, Hungary"
23,node/1212642010,,"6th District, Budapest, Hungary"
24,node/1432926483,,"6th District, Budapest, Hungary"
25,node/1567041156,,"6th District, Budapest, Hungary"
26,node/1567044584,,"6th District, Budapest, Hungary"
27,node/1648766448,,"6th District, Budapest, Hungary"
28,node/1722074620,turkish;kebab;hungarian,"6th District, Budapest, Hungary"
29,node/1754518937,american,"6th District, Budapest, Hungary"
30,node/1762458415,,"6th District, Budapest, Hungary"
31,node/1769326630,italian;pasta;pizza,"6th District, Budapest, Hungary"
32,node/1867114615,indian,"6th District, Budapest, Hungary"
33,node/1901944191,pizza,"6th District, Budapest, Hungary"
34,node/1936735649,,"6th District, Budapest, Hungary"
35,node/1981759069,,"6th District, Budapest, Hungary"
36,node/1985549497,kebab,"6th District, Budapest, Hungary"
37,node/1985549513,burger,"6th District, Budapest, Hungary"
38,node/1985549515,turkish,"6th District, Budapest, Hungary"
39,node/1985549524,,"6th District, Budapest, Hungary"
40,node/2097458087,langos;pancake;grill;street_food;alcohol;hungarian;traditional,"6th District, Budapest, Hungary"
41,node/2097458176,sushi;japanese,"6th District, Budapest, Hungary"
42,node/2097458258,,"6th District, Budapest, Hungary"
43,node/2097458547,international,"6th District, Budapest, Hungary"
44,node/2097458831,,"6th District, Budapest, Hungary"
45,node/2102390345,,"6th District, Budapest, Hungary"
46,node/2128901286,regional,"6th District, Budapest, Hungary"
47,node/2305331696,,"6th District, Budapest, Hungary"
48,node/2305335368,,"6th District, Budapest, Hungary"
49,node/2306456303,,"6th District, Budapest, Hungary"
50,node/2306459147,italian,"6th District, Budapest, Hungary"
51,node/2306463064,,"6th District, Budapest, Hungary"
52,node/2306467707,,"6th District, Budapest, Hungary"
53,node/2306468706,hungarian;coffee_shop;international;local;regional;grill;fish;chicken,"6th District, Budapest, Hungary"
54,node/2314434933,,"6th District, Budapest, Hungary"
55,node/2314525558,,"6th District, Budapest, Hungary"
56,node/2314531825,,"6th District, Budapest, Hungary"
57,node/2314539450,,"6th District, Budapest, Hungary"
58,node/2314555331,,"6th District, Budapest, Hungary"
59,node/2314559090,,"6th District, Budapest, Hungary"
60,node/2314597967,,"6th District, Budapest, Hungary"
61,node/2314600822,japanese,"6th District, Budapest, Hungary"
62,node/2314623627,,"6th District, Budapest, Hungary"
63,node/2314624258,french,"6th District, Budapest, Hungary"
64,node/2314627479,,"6th District, Budapest, Hungary"
65,node/2314628794,indian,"6th District, Budapest, Hungary"
66,node/2314633397,seafood,"6th District, Budapest, Hungary"
67,node/2385680000,italian,"6th District, Budapest, Hungary"
68,node/2385680001,greek,"6th District, Budapest, Hungary"
69,node/2406418907,pizza,"6th District, Budapest, Hungary"
70,node/2470903273,,"6th District, Budapest, Hungary"
71,node/2523730961,chinese,"6th District, Budapest, Hungary"
72,node/2561470983,thai,"6th District, Budapest, Hungary"
73,node/2582804473,turkish,"6th District, Budapest, Hungary"
74,node/2604757103,italian,"6th District, Budapest, Hungary"
75,node/2625950776,regional;french;sandwich,"6th District, Budapest, Hungary"
76,node/2669330167,,"6th District, Budapest, Hungary"
77,node/2669330192,burger;chicken,"6th District, Budapest, Hungary"
78,node/2669330206,turkish,"6th District, Budapest, Hungary"
79,node/2669332043,,"6th District, Budapest, Hungary"
80,node/2679085074,,"6th District, Budapest, Hungary"
81,node/2767001113,,"6th District, Budapest, Hungary"
82,node/2864464787,,"6th District, Budapest, Hungary"
83,node/2903425260,regional,"6th District, Budapest, Hungary"
84,node/3110690233,hungarian,"6th District, Budapest, Hungary"
85,node/3134145212,pizza;burger;sandwich,"6th District, Budapest, Hungary"
86,node/3134154430,indian,"6th District, Budapest, Hungary"
87,node/3166227201,georgian,"6th District, Budapest, Hungary"
88,node/3231727169,hungarian,"6th District, Budapest, Hungary"
89,node/3241869980,hungarian,"6th District, Budapest, Hungary"
90,node/3273166672,japanese,"6th District, Budapest, Hungary"
91,node/3273166676,,"6th District, Budapest, Hungary"
92,node/3279433564,sandwich,"6th District, Budapest, Hungary"
93,node/3376404337,mexican,"6th District, Budapest, Hungary"
94,node/3395287802,,"6th District, Budapest, Hungary"
95,node/3395310338,,"6th District, Budapest, Hungary"
96,node/3398565292,,"6th District, Budapest, Hungary"
97,node/3408686381,,"6th District, Budapest, Hungary"
98,node/3414031459,burger,"6th District, Budapest, Hungary"
99,node/3439475768,vietnamese,"6th District, Budapest, Hungary"
100,node/3439475769,,"6th District, Budapest, Hungary"
101,node/3446698782,,"6th District, Budapest, Hungary"
102,node/3446698784,,"6th District, Budapest, Hungary"
103,node/3446698785,,"6th District, Budapest, Hungary"
104,node/3450370287,,"6th District, Budapest, Hungary"
105,node/3481629991,,"6th District, Budapest, Hungary"
106,node/3483952082,burger,"6th District, Budapest, Hungary"
107,node/3551198762,kebab,"6th District, Budapest, Hungary"
108,node/3562982389,kebab,"6th District, Budapest, Hungary"
109,node/3612946516,chinese,"6th District, Budapest, Hungary"
110,node/3615442940,italian,"6th District, Budapest, Hungary"
111,node/3619112986,sandwich,"6th District, Budapest, Hungary"
112,node/3625520394,,"6th District, Budapest, Hungary"
113,node/3628448357,pizza,"6th District, Budapest, Hungary"
114,node/3803110679,pizza,"6th District, Budapest, Hungary"
115,node/3922685211,hungarian,"6th District, Budapest, Hungary"
116,node/3946081185,,"6th District, Budapest, Hungary"
117,node/3958326632,regional,"6th District, Budapest, Hungary"
118,node/4034556208,italian,"6th District, Budapest, Hungary"
119,node/4036898525,,"6th District, Budapest, Hungary"
120,node/4038077951,,"6th District, Budapest, Hungary"
121,node/4057255171,oriental,"6th District, Budapest, Hungary"
122,node/4057274195,japanese;sushi,"6th District, Budapest, Hungary"
123,node/4092269664,,"6th District, Budapest, Hungary"
124,node/4118559792,,"6th District, Budapest, Hungary"
125,node/4118559793,,"6th District, Budapest, Hungary"
126,node/4120681584,,"6th District, Budapest, Hungary"
127,node/4158218389,,"6th District, Budapest, Hungary"
128,node/4170123590,italian,"6th District, Budapest, Hungary"
129,node/4200955343,,"6th District, Budapest, Hungary"
130,node/4200955348,,"6th District, Budapest, Hungary"
131,node/4210883100,vietnamese,"6th District, Budapest, Hungary"
132,node/4244051790,italian_pizza,"6th District, Budapest, Hungary"
133,node/4319003289,italian,"6th District, Budapest, Hungary"
134,node/4333491589,,"6th District, Budapest, Hungary"
135,node/4336691891,,"6th District, Budapest, Hungary"
136,node/4338479093,,"6th District, Budapest, Hungary"
137,node/4339029263,pizza,"6th District, Budapest, Hungary"
138,node/4341537235,,"6th District, Budapest, Hungary"
139,node/4397664189,indian,"6th District, Budapest, Hungary"
140,node/4463208770,regional,"6th District, Budapest, Hungary"
141,node/4551380916,italian,"6th District, Budapest, Hungary"
142,node/4563382589,fish_and_chips;fish,"6th District, Budapest, Hungary"
143,node/4585086090,italian_pizza,"6th District, Budapest, Hungary"
144,node/4675366192,fish,"6th District, Budapest, Hungary"
145,node/4676691347,burger,"6th District, Budapest, Hungary"
146,node/4743065905,mexican,"6th District, Budapest, Hungary"
147,node/4751722823,spanish,"6th District, Budapest, Hungary"
148,node/4790533621,,"6th District, Budapest, Hungary"
149,node/4879928864,regional,"6th District, Budapest, Hungary"
150,node/4899080490,,"6th District, Budapest, Hungary"
151,node/4933346122,,"6th District, Budapest, Hungary"
152,node/4933381521,,"6th District, Budapest, Hungary"
153,node/5136328447,,"6th District, Budapest, Hungary"
154,node/5174863024,hungarian,"6th District, Budapest, Hungary"
155,node/5349399134,,"6th District, Budapest, Hungary"
156,node/5412285423,thai,"6th District, Budapest, Hungary"
157,node/5615725221,,"6th District, Budapest, Hungary"
158,node/5781309540,burger,"6th District, Budapest, Hungary"
159,node/5922136786,bagel;international;hungarian;coffee_shop,"6th District, Budapest, Hungary"
160,node/5961248015,,"6th District, Budapest, Hungary"
161,node/5961248016,chinese,"6th District, Budapest, Hungary"
162,node/6042148320,italian,"6th District, Budapest, Hungary"
163,node/6160736450,thai,"6th District, Budapest, Hungary"
164,node/6310290281,asian;chinese,"6th District, Budapest, Hungary"
165,node/6347476185,,"6th District, Budapest, Hungary"
166,node/6409958985,lebanese,"6th District, Budapest, Hungary"
167,node/6424368087,,"6th District, Budapest, Hungary"
168,node/6425526989,hungarian,"6th District, Budapest, Hungary"
